,word,second_category,first_category,B2B_ind,cut_phrase1,rlist1,f_result,hit_words,cross_set,plist,source,cut_phrase,rlist,result,second_hit_words,second_cross_set,second_plist,source_2,result_ind,baike_words_list,baike_json_list,baike_first_result,baike_second_result,f_success_ind,success_ind,amb_success_ind
185,交通标志牌,建材服务,能源材料,B2B,"['交通', '标志牌']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['交通', '标志牌']","['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,[],"[{'description': ''}, {'description': '交通，指从事旅客和货物运输及语言和图文传递的行业，包括运输和邮电两个方面，在国民经济中属于第三产业。运输有铁路、公路、水路、空路、管道五种方式，邮电包括邮政和电信两方面内容。“交通”一词的概念，最早可追溯至《易经》“天地交而万物通”之概念。...', '中文名': '交通', '外文名': 'traffic', '注音': 'ㄐㄧㄠ ㄊㄨㄙ[1]', '拼音': 'jiāo tōng', '含义': '各种运输和邮电事业的总称。', '出处': '《易经》', '释义': '往来通达，交往，勾结'}, {'description': '材质：铝板、铝塑板、PVC板、镀锌板、玻璃钢板等 厚度：1.0mm、1.2mm、1.5mm、2.0mm、2.5mm、3.0mm。 规格：圆型牌·三角型牌·方型牌等（按国标制作，亦可根据客户具体需求制作） 反光膜级别：按国标图案贴反光膜（工程级、高强级、超强级、钻石级）。...', '中文名': '标志牌', '材质': '铝板，反光膜 ，铝槽', '材料分类': '横式竖式', '用途分类': '消防标志牌、交通标志牌、安全标志等'}]",能源材料,建材服务,1,1,1
186,铝蜂窝板,建材服务,能源材料,B2B,['铝蜂窝板'],"['能源材料', ['铝蜂窝板'], 0, 0, 0, '唯一dict']",能源材料,['铝蜂窝板'],0,0,唯一dict,['铝蜂窝板'],"['建材服务', ['铝蜂窝板'], 0, 0, '唯一dict']",建材服务,['铝蜂窝板'],0,0,唯一dict,B2B,,,,,1,1,1
187,"不锈钢板,不锈钢管,不锈钢棒",建材服务,能源材料,B2B,"['不锈钢板', ',', '不锈钢管', ',', '不锈钢', '棒']","['能源材料', ['不锈钢管', '不锈钢'], 0, 0, '唯一筛选']",能源材料,"['不锈钢管', '不锈钢']",0,0,唯一筛选,"['不锈钢板', ',', '不锈钢管', ',', '不锈钢', '棒']","['建材服务', ['不锈钢管', '不锈钢'], 0, 0, '唯一dict']",建材服务,"['不锈钢管', '不锈钢']",0,0,唯一dict,B2B,,,,,1,1,1
188,金属雕花板,建材服务,能源材料,B2B,"['金属', '雕花', '板']","['能源材料', ['雕花'], 0, 0, 0, '唯一dict']",能源材料,['雕花'],0,0,唯一dict,"['金属', '雕花', '板']","['冶金矿产', ['金属', '雕花'], 0, 0, '唯一dict']",冶金矿产,"['金属', '雕花']",0,0,唯一dict,B2B,,,,,1,0,1
189,轻质隔墙板,建材服务,能源材料,B2B,['轻质隔墙板'],"['能源材料', ['轻质隔墙板'], 0, 0, 0, '唯一dict']",能源材料,['轻质隔墙板'],0,0,唯一dict,['轻质隔墙板'],"['建材服务', ['轻质隔墙板'], 0, 0, '唯一dict']",建材服务,['轻质隔墙板'],0,0,唯一dict,B2B,,,,,1,1,1
190,电动阀门,仪器仪表,工业制造,B2B,['电动阀门'],"['工业制造', ['电动阀门'], 0, 0, 0, '唯一dict']",工业制造,['电动阀门'],0,0,唯一dict,"['电动阀', '门']","['仪器仪表', ['电动阀'], ['五金配件', '仪器仪表'], [3.51578947368421e-05, 4.157894736842105e-05], '交叉dict']",仪器仪表,['电动阀'],"['五金配件', '仪器仪表']","[3.51578947368421e-05, 4.157894736842105e-05]",交叉dict,B2B,,,,,1,1,1
191,"工业洗衣机,洗涤设备,洗脱机",工业设备,工业制造,B2B,"['工业', '洗衣机', ',', '洗涤设备', ',', '洗脱机']","['生活服务', ['洗衣'], 0, 0, '人工规则']",工业制造,['洗衣'],0,0,人工规则,"['工业', '洗衣机', ',', '洗涤设备', ',', '洗脱机']","['工业设备', ['工业', '洗涤设备', '洗脱机'], 0, 0, '唯一dict']",工业设备,"['工业', '洗涤设备', '洗脱机']",0,0,唯一dict,B2B,,,,,1,1,1
192,液压马达,工业设备,工业制造,B2B,['液压马达'],"['工业制造', ['液压马达'], 0, 0, 0, '唯一dict']",工业制造,['液压马达'],0,0,唯一dict,['液压马达'],"['仪器仪表', ['液压马达'], 0, 0, '唯一dict']",仪器仪表,['液压马达'],0,0,唯一dict,B2B,,,,,1,0,1
193,胶带,橡塑涂料,能源材料,B2B,['胶带'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,['胶带'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,999,[],"[{'description': '胶带：生活用品胶带：2010年李凝执导的纪录片...'}, {'description': '胶带：生活用品胶带：2010年李凝执导的纪录片...'}]",其他服务,,0,0,0
194,橡胶板,建材服务,能源材料,B2B,['橡胶板'],"['工业制造', ['橡胶板'], 0, 0, 0, '唯一dict']",工业制造,['橡胶板'],0,0,唯一dict,['橡胶板'],"['仪器仪表', ['橡胶板'], 0, 0, '唯一dict']",仪器仪表,['橡胶板'],0,0,唯一dict,B2B,,,,,0,0,1
195,蒸发器,工业设备,工业制造,B2B,['蒸发器'],"['工业制造', ['蒸发器'], 0, 0, 0, '唯一dict']",工业制造,['蒸发器'],0,0,唯一dict,['蒸发器'],"['仪器仪表', ['蒸发器'], 0, 0, '唯一dict']",仪器仪表,['蒸发器'],0,0,唯一dict,B2B,,,,,1,0,1
196,休闲长廊,建材服务,能源材料,B2B,"['休闲', '长廊']","['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,"['休闲', '长廊']","['', '', '', 0, '交叉dict']",仪器仪表,,,0,交叉dict,B2B,[],"[{'description': ''}, {'description': '休闲是指在非劳动及非工作时间内以各种“玩”的方式求得身心的调节与放松，达到生命保健、体能恢复、身心愉悦的目的的一种业余生活。科学文明的休闲方式，可以有效地促进能量的储蓄和释放，它包括对智能、体能的调节和生理、心理机能的锻炼，休闲是一种心灵的体验。以时间观点区分，一天24小时，减去生理时间(吃喝拉撒睡)和工作时间，其馀剩下的时间称为闲暇，闲暇时间所从事的活动，可称之为休闲...', '中文名': '休闲', '外文名': 'Free', '拼音': 'xiū xián', '解释': '一种状态，缓解压力的一种方法', '注音': 'ㄒㄧㄨ ㄒㄧㄢˊ', '性质': '状态'}, {'description': '长廊，常见释义有两个，一是：词语长廊，是指有顶的通道。二是颐和园著名的风景，位于万寿山南畔，面向昆明湖，背依万寿山，东起邀月门，西止石丈亭。很好的把前山各风景紧紧相连，又自然地将其分割为东西两个部分。该长廊全长为728米，为慈禧太后的御用走廊。1992年被世界吉尼斯纪录认定为世界最长的走廊。...', '中文名': '长廊', '外文名': 'Gallery', '拼音': 'cháng láng', '定义': '一般为有顶的通道'}]",工业制造,仪器仪表,0,0,1
197,防腐木长廊,建材服务,能源材料,B2B,"['防腐木', '长廊']","['能源材料', ['防腐木'], 0, 0, 0, '唯一dict']",能源材料,['防腐木'],0,0,唯一dict,"['防腐木', '长廊']","['建材服务', ['防腐木'], 0, 0, '唯一dict']",建材服务,['防腐木'],0,0,唯一dict,B2B,,,,,1,1,1
198,水泥漏粪板,建材服务,能源材料,B2B,"['水泥', '漏粪板']","['能源材料', ['水泥'], 0, 0, 0, '唯一dict']",能源材料,['水泥'],0,0,唯一dict,"['水泥', '漏粪板']","['建材服务', ['水泥'], 0, 0, '唯一dict']",建材服务,['水泥'],0,0,唯一dict,B2B,,,,,1,1,1
199,干冰,化工能源,能源材料,B2B,['干冰'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['干冰'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,"[['固态二氧化碳'], ['固态二氧化碳']]","[{'description': '干冰是固态的二氧化碳，在6250.5498千帕压力下，把二氧化碳液化成无色的液体，再在低压下迅速凝固而得到。现在干冰已经广泛应用到了许多领域。有关干冰的历史可以追溯到1823年英国的法拉第和笛彼，他们首次液化了二氧化碳，其后的1834年德国的奇络列成功地制出了固体二氧化碳。但是当时只是限于研究使用，并没有被普遍使用过。...', '中文名': '干冰', '外文名': 'Dry Ice', '别名': '固态二氧化碳', '化学式': 'CO2', '分子量': '44.0095', 'CAS登录号': '124-38-9', '熔点': '-78.5（升华）', '沸点': '-56.6（0.52MPa ）', '水溶性': '溶于水，部分生成碳酸', '密度': '干冰密度比普通冰的密度大', '外观': '白色冰状固体', '应用': '人工降雨，舞台表演，食品保鲜', '危险性描述': '干冰若在密封条件下高于-78摄氏度可能会爆炸'}, {'description': '干冰是固态的二氧化碳，在6250.5498千帕压力下，把二氧化碳液化成无色的液体，再在低压下迅速凝固而得到。现在干冰已经广泛应用到了许多领域。有关干冰的历史可以追溯到1823年英国的法拉第和笛彼，他们首次液化了二氧化碳，其后的1834年德国的奇络列成功地制出了固体二氧化碳。但是当时只是限于研究使用，并没有被普遍使用过。...', '中文名': '干冰', '外文名': 'Dry Ice', '别名': '固态二氧化碳', '化学式': 'CO2', '分子量': '44.0095', 'CAS登录号': '124-38-9', '熔点': '-78.5（升华）', '沸点': '-56.6（0.52MPa ）', '水溶性': '溶于水，部分生成碳酸', '密度': '干冰密度比普通冰的密度大', '外观': '白色冰状固体', '应用': '人工降雨，舞台表演，食品保鲜', '危险性描述': '干冰若在密封条件下高于-78摄氏度可能会爆炸'}]",能源材料,建材服务,1,0,1
200,电机试验台,工业设备,工业制造,B2B,['电机试验台'],"['工业制造', ['电机试验台'], 0, 0, 0, '唯一dict']",工业制造,['电机试验台'],0,0,唯一dict,['电机试验台'],"['仪器仪表', ['电机试验台'], 0, 0, '唯一dict']",仪器仪表,['电机试验台'],0,0,唯一dict,B2B,,,,,1,0,1
201,土工膜,建材服务,能源材料,B2B,['土工膜'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['土工膜'],"['', '', '', 0, '交叉dict']",橡塑涂料,,,0,交叉dict,B2B,[],"[{'description': '土工膜以塑料薄膜作为防渗基材，与无纺布复合而成的土工防渗材料，新材料土工膜它的防渗性能主要取决于塑料薄膜的防渗性能。国内外防渗应用的塑料薄膜，主要有聚氯乙烯（PVC）和聚乙烯（PE）、EVA（乙烯/醋酸乙烯共聚物），隧道应用中还有设计使用ECB（乙烯乙酸乙烯改性沥青共混土工膜）的，它们是一种高分子化学柔性材料，比重较小，延伸性较强，适应变形能力高，耐腐蚀，耐低温，抗冻性能好。...', '中文名': '土工膜', '外文名': 'geomembrane', '规格': '幅宽、厚度规格', '性能': '优良的耐化学腐蚀性能', '防渗基材': '塑料薄膜', '学科': '水利工程'}, {'description': '土工膜以塑料薄膜作为防渗基材，与无纺布复合而成的土工防渗材料，新材料土工膜它的防渗性能主要取决于塑料薄膜的防渗性能。国内外防渗应用的塑料薄膜，主要有聚氯乙烯（PVC）和聚乙烯（PE）、EVA（乙烯/醋酸乙烯共聚物），隧道应用中还有设计使用ECB（乙烯乙酸乙烯改性沥青共混土工膜）的，它们是一种高分子化学柔性材料，比重较小，延伸性较强，适应变形能力高，耐腐蚀，耐低温，抗冻性能好。...', '中文名': '土工膜', '外文名': 'geomembrane', '规格': '幅宽、厚度规格', '性能': '优良的耐化学腐蚀性能', '防渗基材': '塑料薄膜', '学科': '水利工程'}]",能源材料,橡塑涂料,1,0,1
202,pe管材,建材服务,能源材料,B2B,"['PE', '管材']","['能源材料', ['管材'], 0, 0, 0, '唯一dict']",能源材料,['管材'],0,0,唯一dict,"['PE', '管材']","['建材服务', ['管材'], 0, 0, '唯一dict']",建材服务,['管材'],0,0,唯一dict,B2B,,,,,1,1,1
203,饮料设备,工业设备,工业制造,B2B,"['饮料', '设备']","['工业制造', ['设备'], ['工业制造', '能源材料'], [0.0014461052631578946, 8.947368421052631e-07], '交叉概率']",工业制造,['设备'],"['工业制造', '能源材料']","[0.0014461052631578946, 8.947368421052631e-07]",交叉概率,"['饮料', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,B2B,,,,,1,0,1
204,打包带,橡塑涂料,能源材料,B2B,['打包带'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['打包带'],"['', '', '', 0, '交叉dict']",橡塑涂料,,,0,交叉dict,B2B,"[['捆扎带'], ['捆扎带']]","[{'description': '别名捆扎带。包装用打包带(捆扎带)系以聚乙烯，聚丙烯树脂，冷轧带钢为主要原料，也有以尼龙和聚酯为原料的，经挤出单向拉伸制得、热处理发蓝制出。除用于瓦楞纸箱的封箱捆扎、热轧钢卷捆扎、冷轧钢卷捆扎外，还可捆扎玻璃、管材、素材、水果等。...', '中文名': '打包带', '外文名': 'strapping, strap, belt', '别名': '捆扎带', '原料': '聚丙烯，聚脂，冷轧带钢', '特点': '弹性回复好，强度高，耐水性好'}, {'description': '别名捆扎带。包装用打包带(捆扎带)系以聚乙烯，聚丙烯树脂，冷轧带钢为主要原料，也有以尼龙和聚酯为原料的，经挤出单向拉伸制得、热处理发蓝制出。除用于瓦楞纸箱的封箱捆扎、热轧钢卷捆扎、冷轧钢卷捆扎外，还可捆扎玻璃、管材、素材、水果等。...', '中文名': '打包带', '外文名': 'strapping, strap, belt', '别名': '捆扎带', '原料': '聚丙烯，聚脂，冷轧带钢', '特点': '弹性回复好，强度高，耐水性好'}]",能源材料,橡塑涂料,1,1,1
205,喷涂设备,工业设备,工业制造,B2B,"['喷涂', '设备']","['能源材料', ['喷涂'], 0, 0, 0, '唯一dict']",能源材料,['喷涂'],0,0,唯一dict,"['喷涂', '设备']","['仪器仪表', ['喷涂', '设备'], 0, 0, '唯一dict']",仪器仪表,"['喷涂', '设备']",0,0,唯一dict,B2B,,,,,0,0,1
206,塑钢打包带,橡塑涂料,能源材料,B2B,"['塑钢', '打包带']","['能源材料', ['塑钢'], 0, 0, 0, '唯一dict']",能源材料,['塑钢'],0,0,唯一dict,"['塑钢', '打包带']","['建材服务', ['塑钢'], 0, 0, '唯一dict']",建材服务,['塑钢'],0,0,唯一dict,B2B,,,,,1,0,1
207,水处理药剂,工业设备,工业制造,B2B,['水处理药剂'],"['工业制造', ['水处理药剂'], 0, 0, 0, '唯一dict']",工业制造,['水处理药剂'],0,0,唯一dict,['水处理药剂'],"['仪器仪表', ['水处理药剂'], 0, 0, '唯一dict']",仪器仪表,['水处理药剂'],0,0,唯一dict,B2B,,,,,1,0,1
208,一体化泵站,工业设备,工业制造,B2B,['一体化泵站'],"['工业制造', ['一体化泵站'], 0, 0, 0, '唯一dict']",工业制造,['一体化泵站'],0,0,唯一dict,['一体化泵站'],"['仪器仪表', ['一体化泵站'], 0, 0, '唯一dict']",仪器仪表,['一体化泵站'],0,0,唯一dict,B2B,,,,,1,0,1
209,asa,橡塑涂料,能源材料,B2B,['ASA'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['ASA'],"['', '', '', 0, '交叉dict']",橡塑涂料,,,0,交叉dict,B2B,[],"[{'description': 'ASA(英文名称：Acrylonitrile Styrene acrylate copolymer) ，工程塑料，是丙烯酸酯类橡胶体与丙烯腈、苯乙烯的接枝共聚物。成型温度为170-230℃。...', '外文名': 'Acrylonitrile Styrene acrylate copolymer', '简称': 'ASA', '比重': '1.05克/立方厘米', '成型收缩率': '0.4-0.7%', '成型温度': '170-230℃', '干燥条件': '80-90℃ 2小时'}, {'description': 'ASA(英文名称：Acrylonitrile Styrene acrylate copolymer) ，工程塑料，是丙烯酸酯类橡胶体与丙烯腈、苯乙烯的接枝共聚物。成型温度为170-230℃。...', '外文名': 'Acrylonitrile Styrene acrylate copolymer', '简称': 'ASA', '比重': '1.05克/立方厘米', '成型收缩率': '0.4-0.7%', '成型温度': '170-230℃', '干燥条件': '80-90℃ 2小时'}]",能源材料,橡塑涂料,1,1,1
210,边坡防护网,建材服务,能源材料,B2B,"['边坡', '防护网']","['能源材料', ['防护网'], 0, 0, 0, '唯一dict']",能源材料,['防护网'],0,0,唯一dict,"['边坡', '防护网']","['建材服务', ['防护网'], 0, 0, '唯一dict']",建材服务,['防护网'],0,0,唯一dict,B2B,,,,,1,1,1
211,地埋式垃圾桶,工业设备,工业制造,B2B,"['地', '埋式', '垃圾桶']","['工业制造', ['垃圾桶'], 0, 0, 0, '唯一dict']",工业制造,['垃圾桶'],0,0,唯一dict,"['地', '埋式', '垃圾桶']","['工业设备', ['垃圾桶'], 0, 0, '唯一dict']",工业设备,['垃圾桶'],0,0,唯一dict,B2B,,,,,1,1,1
212,墙板,建材服务,能源材料,B2B,['墙板'],"['能源材料', ['墙板'], 0, 0, 0, '唯一dict']",能源材料,['墙板'],0,0,唯一dict,['墙板'],"['建材服务', ['墙板'], 0, 0, '唯一dict']",建材服务,['墙板'],0,0,唯一dict,B2B,,,,,1,1,1
213,手板,橡塑涂料,能源材料,B2B,['手板'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['手板'],"['', '', '', 0, '交叉dict']",农林牧副渔,,,0,交叉dict,B2B,[],"[{'description': '通常刚研发或设计完成的产品均需要做手板（prototype），手板是验证产品可行性的第一步，是找出设计产品的缺陷、不足、弊端最直接且有效的方式，从而对缺陷进行针对性的改善，直至不能从个别手板样中找出不足。至此，通常还需要进行小量的试产进而找出批量里的不足以改善。设计完成产品一般不能做到很完美，甚至无法使用，直接生产一旦有缺陷将全部报废，大大浪费人力和物力和时间；而手板一般情况是少数的样品，制作周期短，损耗人力物力少，很快地找出产品设计的不足进而改善，为产品定型量产提供充足的依据。...', '中文名': '手板', '外文名': 'prototype', '专业术语': '样件、验证件、样板、等比例模型', '分类': '手工手板和数控手板', '材质分类': 'PMMA、PC、PP、PA、BT、PVC等', '加工工艺': '手工制作手板和数控手板'}, {'description': '通常刚研发或设计完成的产品均需要做手板（prototype），手板是验证产品可行性的第一步，是找出设计产品的缺陷、不足、弊端最直接且有效的方式，从而对缺陷进行针对性的改善，直至不能从个别手板样中找出不足。至此，通常还需要进行小量的试产进而找出批量里的不足以改善。设计完成产品一般不能做到很完美，甚至无法使用，直接生产一旦有缺陷将全部报废，大大浪费人力和物力和时间；而手板一般情况是少数的样品，制作周期短，损耗人力物力少，很快地找出产品设计的不足进而改善，为产品定型量产提供充足的依据。...', '中文名': '手板', '外文名': 'prototype', '专业术语': '样件、验证件、样板、等比例模型', '分类': '手工手板和数控手板', '材质分类': 'PMMA、PC、PP、PA、BT、PVC等', '加工工艺': '手工制作手板和数控手板'}]",能源材料,农林牧副渔,1,0,1
214,"激光喷码机,激光锡焊机,打标机",工业设备,工业制造,B2B,"['激光', '喷码机', ',', '激光', '锡', '焊机', ',', '打标机']","['工业制造', ['激光', '激光', '焊机'], ['能源材料', '能源材料', '工业制造'], 0, '唯一筛选']",工业制造,"['激光', '激光', '焊机']","['能源材料', '能源材料', '工业制造']",0,唯一筛选,"['激光', '喷码机', ',', '激光', '锡', '焊机', ',', '打标机']","['仪器仪表', ['激光', '激光', '焊机'], 0, 0, '唯一dict']",仪器仪表,"['激光', '激光', '焊机']",0,0,唯一dict,B2B,,,,,1,0,1
